Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Residents,Administered_Fed_LTC_Staff,Administered_Fed_LTC_Unk,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown
04/24/2021,16,WI,"5,004,705","283,300","2,221,700","2,499,705",0,"85,956",0,"109,853","491,987","4,394,643",0,"4,350,488","1,698,670","169,861","1,892,307","2,332,020",455,"182,248","85,892","59,616","36,740","121,723","52,609","37,862","31,252","75,478",0,"95,493","166,988","4,364,818","2,576,863",44.3,0,0,"2,542,593",55.8,"872,940",85.8,"1,887,291",32.4,0,0,"1,879,231",41.2,"801,424",78.8,"163,600","764,309","959,186",196,0,0,0,0,"163,515","764,193","951,328",195,"16,272","392,880","392,189",83,"59,574","32,714","21,342","5,518"
04/24/2021,16,US,"290,685,655","17,641,150","123,421,200","149,623,305",0,"87,557",0,"112,612","531,448","225,640,460",0,"223,579,547","80,594,769","8,058,239","98,778,973","118,628,496","174,752","7,789,075","3,626,991","2,666,057","1,496,027","4,862,871","2,126,927","1,602,319","1,133,625","67,965",0,"86,615","147,348","225,640,460","138,644,724",41.8,0,0,"136,993,180",53.1,"44,477,440",81.3,"93,078,040",28,0,0,"92,656,311",35.9,"36,695,327",67.1,"7,993,389","38,712,697","46,329,237","42,717",0,0,0,0,"7,974,793","38,663,887","45,974,982","42,648","1,486,387","17,652,482","17,538,941","17,516","2,868,902","1,466,689","1,040,278","361,935"
04/24/2021,16,MT,"963,855","61,100","433,000","469,755",0,"90,183",0,"114,719","466,900","724,221",0,"717,541","293,333","21,768","347,690","354,580",183,"21,380","10,565","7,185","3,630","13,780","6,580","4,637","2,563","67,762",0,"85,402","142,093","726,267","424,582",39.7,0,0,"419,610",49.9,"159,351",77.2,"318,985",29.8,0,0,"317,323",37.8,"140,277",68,"21,355","149,895","147,679",56,0,0,0,0,"21,341","149,846","146,080",56,"5,127","68,261","66,856",33,"7,571","3,972","2,531","1,068"
04/24/2021,16,AS,"47,010",600,"15,600","30,810",0,"84,415",0,"108,226","496,567","37,231",0,"36,020","4,481",22,"8,448","28,761",0,0,0,0,0,0,0,0,0,"66,855",0,"82,925","47,333","37,437","20,902",37.5,0,0,"20,203",46.5,"2,421",25.6,"16,455",29.5,0,0,"15,946",36.7,"2,131",22.5,28,"3,749","12,678",0,0,0,0,0,28,"3,739","12,179",0,6,866,"1,259",0,0,0,0,0
04/24/2021,16,MI,"8,738,230","520,700","3,733,700","4,483,830",0,"87,497",0,"111,415","494,971","6,662,538",0,"6,602,402","2,529,970","227,252","2,922,990","3,511,045","1,251","290,649","139,501","85,697","65,451","186,075","82,848","52,441","50,786","66,713",0,"84,183","143,309","6,805,913","4,073,953",40.8,0,0,"4,021,121",51.3,"1,380,094",78.2,"2,895,690",29,0,0,"2,887,213",36.8,"1,221,984",69.2,"231,443","1,235,645","1,428,106",496,0,0,0,0,"231,326","1,235,462","1,419,931",494,"44,794","616,640","560,211",339,"102,832","55,733","32,415","14,684"
04/24/2021,16,DC,"780,595","44,500","310,800","425,295",0,"110,605",0,"135,149","893,712","558,290",0,"556,292","143,797","20,289","215,290","322,709",2,"8,868","4,181","3,828",859,"5,536","2,412","2,391",733,"79,106",0,"96,314","164,635","482,257","315,394",44.7,0,0,"313,488",54.3,"66,402",76,"187,300",26.5,0,0,"186,657",32.3,"50,631",58,"24,167","67,110","95,995",28,0,0,0,0,"24,152","67,104","95,374",27,"1,619","27,769","21,234",9,"3,220","1,704","1,391",125
04/24/2021,16,DE,"903,465","50,600","383,500","469,365",0,"92,781",0,"117,304","478,262","704,986",0,"698,416","299,697","31,468","277,677","395,638",203,"36,166","11,734","8,542","15,890","24,440","6,761","5,244","12,435","72,398",0,"90,681","158,649","688,098","433,501",44.5,0,0,"428,912",55.7,"163,772",86.7,"282,486",29,0,0,"281,417",36.5,"134,685",71.3,"30,760","98,894","152,744",88,0,0,0,0,"30,737","98,874","151,718",88,"6,674","54,513","73,442",56,"11,490","4,799","3,239","3,452"
04/24/2021,16,FM,"63,200","1,600","61,600",0,0,"60,979",0,"78,177","358,704","31,220",0,"31,203","2,904",95,"31,125",0,0,138,0,138,0,88,0,88,0,"30,123",0,"38,598","16,482","31,445","19,341",18.7,0,0,"19,325",23.9,"1,734",9.8,"12,032",11.6,0,0,"12,031",14.9,"1,223",6.9,98,"11,912",22,0,0,0,0,0,98,"11,911",22,0,27,"1,191",5,0,50,0,50,0
04/24/2021,16,VA,"7,521,285","414,600","3,186,600","3,920,085",0,"88,117",0,"112,684","553,481","6,196,880",0,"6,129,647","2,016,817","214,300","2,613,301","3,367,532","1,747","214,852","109,846","80,526","24,480","123,584","61,038","45,681","16,865","72,601",0,"91,834","148,415","6,229,293","3,828,270",44.9,0,0,"3,773,710",56.5,"1,118,271",82.3,"2,546,964",29.8,0,0,"2,533,701",38,"937,415",69,"213,253","1,033,077","1,300,092",542,0,0,0,0,"212,640","1,032,170","1,288,350",541,"47,315","450,933","438,819",348,"81,688","42,881","31,273","7,534"
04/24/2021,16,NV,"2,396,080","146,900","1,004,300","1,244,880",0,"77,791",0,"100,359","483,108","1,943,150",0,"1,929,267","695,371","71,007","820,814","1,051,329",0,"73,419","16,521","14,226","42,672","51,820","9,694","8,442","33,684","63,086",0,"80,806","140,204","1,920,390","1,172,829",38.1,0,0,"1,160,483",48.6,"375,856",75.8,"796,601",25.9,0,0,"795,175",33.3,"315,563",63.6,"70,172","322,953","403,471",5,0,0,0,0,"70,154","322,917","402,099",5,"14,467","151,067","150,025",4,"21,320","6,688","5,689","8,943"
04/23/2021,16,CA,"35,512,950","2,259,300","15,105,000","18,148,650",0,"89,878",0,"115,989","608,295","27,727,113",0,"27,412,777","8,745,530","1,069,097","12,311,691","14,343,357","2,968","837,103","388,149","367,893","81,061","496,612","224,196","214,325","58,091","70,174",0,"89,533","149,801","27,705,214","17,946,815",45.4,0,0,"17,686,931",57.8,"5,024,173",86.1,"10,667,085",27,0,0,"10,609,875",34.7,"3,759,997",64.4,"1,060,374","4,480,045","5,126,043",623,0,0,0,0,"1,056,748","4,476,200","5,076,305",622,"110,394","1,958,666","1,690,593",344,"333,565","160,130","150,638","22,797"
04/23/2021,16,MO,"5,061,805","276,100","2,122,200","2,663,505",0,"82,474",0,"106,188","476,613","3,690,346",0,"3,666,569","1,459,106","118,576","1,477,511","2,093,917",342,"156,980","84,809","49,302","22,869","98,848","50,726","30,604","17,518","60,129",0,"76,918","137,387","3,610,366","2,182,594",35.6,0,0,"2,163,383",45.4,"783,879",73.8,"1,519,831",24.8,0,0,"1,516,939",31.8,"660,356",62.2,"119,285","590,628","809,864",54,0,0,0,0,"119,177","590,526","807,183",53,"24,312","301,744","334,277",23,"57,502","33,600","18,469","5,433"
04/23/2021,16,ME,"1,241,960","80,200","547,900","613,860",0,"92,393",0,"113,383","435,371","1,088,047",0,"1,081,368","466,580","70,222","481,643","536,063",119,"37,908","16,986","15,228","5,694","23,864","9,774","9,856","4,234","80,943",0,"98,722","163,560","1,101,136","689,753",51.3,0,0,"683,381",62.4,"255,309",89.5,"476,842",35.5,0,0,"476,485",43.5,"230,945",81,"70,168","193,685","212,957",32,0,0,0,0,"70,141","193,659","212,658",27,"17,329","104,235","109,369",12,"13,957","7,159","5,343","1,455"
04/23/2021,16,IL,"11,157,935","709,200","4,713,200","5,735,535",0,"88,053",0,"113,233","546,092","8,741,918",0,"8,658,837","2,925,192","303,355","3,783,812","4,650,258","4,493","420,807","161,878","111,937","146,992","284,407","95,894","68,225","120,288","68,987",0,"87,872","143,165","8,827,220","5,551,826",43.8,0,0,"5,478,297",55.6,"1,686,943",82.6,"3,475,056",27.4,0,0,"3,461,420",35.1,"1,282,944",62.8,"303,971","1,431,828","1,737,748","1,509",0,0,0,0,"302,758","1,430,783","1,726,374","1,505","45,799","598,539","637,667",939,"134,689","65,047","43,084","26,558"
04/23/2021,16,VA,"7,362,905","414,600","3,103,100","3,845,205",0,"86,262",0,"110,311","541,826","6,082,952",0,"6,020,071","2,004,354","213,888","2,566,076","3,301,353","1,635","214,797","109,829","80,488","24,480","123,529","61,021","45,643","16,865","71,266",0,"90,193","147,498","6,115,961","3,778,473",44.3,0,0,"3,727,206",55.8,"1,114,211",82,"2,483,778",29.1,0,0,"2,471,545",37,"929,140",68.4,"212,848","1,005,522","1,264,898",510,0,0,0,0,"212,236","1,004,684","1,254,116",509,"47,185","446,007","435,618",330,"81,688","42,878","31,276","7,534"
04/23/2021,16,AR,"2,552,980","157,900","1,126,800","1,268,280",0,"84,597",0,"110,154","487,320","1,688,238",0,"1,674,102","666,415","54,441","795,123","838,245",429,"29,007","7,985","3,929","17,093","19,060","4,701","2,374","11,985","55,943",0,"72,233","127,207","1,696,294","1,039,897",34.5,0,0,"1,027,885",44.4,"379,277",72.4,"698,740",23.2,0,0,"696,253",30,"296,034",56.5,"53,155","317,590","327,890",105,0,0,0,0,"52,906","317,459","325,785",103,"8,600","170,183","117,178",73,"9,858","3,222","1,537","5,099"
04/23/2021,16,LTC,"39,613,825","1,658,300","11,428,700","26,526,825",0,0,0,0,0,"7,786,204",0,0,0,"7,467","1,971,778","5,800,939","6,020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/23/2021,16,MH,"51,300","10,800","40,500",0,0,"87,823",0,"112,594","516,616","25,394",0,"25,350","1,639",35,"25,359",0,0,0,0,0,0,0,0,0,0,"43,473",0,"55,638","16,506","25,434","14,073",24.1,0,0,"14,036",30.8,897,9,"11,320",19.4,0,0,"11,311",24.8,745,7.5,39,"11,278",3,0,0,0,0,0,39,"11,269",3,0,3,742,0,0,0,0,0,0
04/23/2021,16,RI,"1,026,595","53,700","418,900","553,995",0,"96,907",0,"120,088","548,846","828,821",0,"823,350","314,602","37,726","358,632","432,439",24,"51,550","26,545","16,248","8,757","31,274","14,779","9,431","7,064","78,238",0,"96,313","168,195","825,953","510,243",48.2,0,0,"505,455",59.1,"167,842",89.7,"352,039",33.2,0,0,"351,379",41.1,"150,966",80.7,"37,534","143,162","171,340",3,0,0,0,0,"37,520","143,153","170,703",3,"4,808","70,365","75,791",2,"20,056","11,659","6,712","1,685"
04/23/2021,16,OK,"3,637,775","192,700","1,599,400","1,845,675",0,"91,933",0,"121,068","572,759","2,564,987",0,"2,540,293","915,157","68,283","1,188,152","1,308,518",34,"64,985","31,187","16,072","17,726","43,914","19,293","11,455","13,166","64,822",0,"84,543","144,089","2,526,719","1,489,601",37.6,0,0,"1,472,995",49,"502,783",79.2,"1,091,114",27.6,0,0,"1,083,603",36.1,"415,042",65.3,"67,563","481,995","541,535",21,0,0,0,0,"67,527","481,885","534,170",21,"12,297","217,372","185,367",6,"20,764","11,703","4,479","4,582"
04/23/2021,16,WV,"1,607,885","95,500","743,500","768,885",0,"89,718",0,"112,237","438,103","1,124,465",0,"1,112,041","483,454","19,028","540,000","565,437",0,"25,937",3,0,"25,934","17,468",3,0,"17,465","62,744",0,"77,625","131,727","1,117,880","628,685",35.1,0,0,"620,207",43.3,"256,710",69.9,"507,602",28.3,0,0,"503,923",35.2,"228,680",62.3,"19,867","234,077","253,598",60,0,0,0,0,"19,842","233,977","250,044",60,"3,269","117,608","107,764",39,"8,403",3,0,"8,400"
04/23/2021,16,FM,"63,200","1,600","61,600",0,0,"60,979",0,"78,177","358,704","31,220",0,"31,203","2,904",95,"31,125",0,0,122,0,122,0,72,0,72,0,"30,123",0,"38,598","16,482","31,444","19,340",18.7,0,0,"19,324",23.9,"1,734",9.8,"12,032",11.6,0,0,"12,031",14.9,"1,223",6.9,98,"11,912",22,0,0,0,0,0,98,"11,911",22,0,27,"1,191",5,0,50,0,50,0
04/23/2021,16,RP,"24,600","3,800","20,800",0,0,"137,376",0,"176,129","808,147","17,854",0,"17,854","2,818",197,"17,656",1,0,0,0,0,0,0,0,0,0,"99,704",0,"127,830","92,576","18,019","10,213",57,0,0,"10,213",73.1,"1,509",49.6,"7,999",44.7,0,0,"7,999",57.3,"1,441",47.3,197,"7,787",15,0,0,0,0,0,197,"7,787",15,0,91,"1,342",8,0,0,0,0,0
04/23/2021,16,OR,"3,503,745","226,600","1,531,700","1,745,445",0,"83,072",0,"104,553","457,360","2,770,216",0,"2,748,074","1,079,869","93,308","1,227,463","1,447,962","1,483","119,323","59,387","43,184","16,752","74,602","35,382","26,800","12,420","65,680",0,"82,003","140,960","2,789,627","1,729,523",41,0,0,"1,711,308",51.1,"601,326",78.5,"1,141,576",27.1,0,0,"1,137,236",33.9,"517,256",67.5,"92,304","488,047","560,971",254,0,0,0,0,"92,038","487,725","557,220",253,"31,834","232,194","253,094",134,"44,481","23,958","16,220","4,303"
04/23/2021,16,BP2,"147,940","6,600","57,100","84,240",0,0,0,0,0,"139,857",0,"139,856","5,437","1,739","54,734","83,384",0,0,0,0,0,0,0,0,0,0,0,0,0,"139,857","81,663",0,0,0,"81,662",0,"2,960",0,"59,234",0,0,0,"59,234",0,"2,475",0,"1,727","22,541","34,966",0,0,0,0,0,"1,727","22,541","34,966",0,30,"1,187","1,258",0,0,0,0,0
04/23/2021,16,NM,"1,969,105","124,400","838,700","1,006,005",0,"93,909",0,"121,475","521,471","1,699,936",0,"1,680,186","560,565","45,741","754,761","897,315","2,119","39,525","11,902","12,147","15,476","25,902","6,939","7,322","11,641","81,072",0,"103,652","148,452","1,722,823","1,030,900",49.2,0,0,"1,015,689",62.7,"321,274",85.1,"721,522",34.4,0,0,"715,061",44.1,"256,971",68.1,"44,920","295,699","380,317",586,0,0,0,0,"44,841","295,558","374,076",586,"12,376","117,123","127,111",361,"13,183","4,724","4,651","3,808"
04/23/2021,16,PR,"2,934,840","186,400","1,275,800","1,472,640",0,"91,895",0,"111,976","540,558","1,690,128",0,"1,683,243","661,174","59,868","669,986","960,003",271,"74,339","11,436","10,905","51,998","54,292","7,963","7,476","38,853","52,921",0,"64,222","121,779","1,708,718","1,077,545",33.7,0,0,"1,070,643",40.8,"378,874",69.8,"688,069",21.5,0,0,"687,691",26.2,"295,666",54.5,"59,910","248,273","379,874",12,0,0,0,0,"59,839","248,242","379,598",12,"9,784","137,263","148,616",3,"19,934","3,420","3,387","13,127"
04/23/2021,16,MI,"8,633,580","520,700","3,716,800","4,396,080",0,"86,449",0,"110,081","489,044","6,554,194",0,"6,497,378","2,515,512","226,785","2,881,199","3,444,966","1,244","290,514","139,446","85,636","65,432","186,014","82,836","52,411","50,767","65,628",0,"82,844","142,490","6,694,550","4,028,963",40.3,0,0,"3,978,302",50.7,"1,374,585",77.9,"2,830,069",28.3,0,0,"2,822,775",36,"1,213,132",68.7,"230,987","1,212,460","1,386,132",490,0,0,0,0,"230,870","1,212,285","1,379,132",488,"44,765","611,902","556,130",335,"102,766","55,697","32,385","14,684"
04/23/2021,16,NY,"17,275,725","952,150","7,434,500","8,889,075",0,"88,805",0,"111,996","524,119","14,374,751",0,"14,263,036","4,526,428","578,791","6,246,390","7,546,987","2,583","414,460","198,650","143,587","72,223","260,185","115,500","85,676","59,009","73,893",0,"92,465","137,325","14,309,716","8,724,403",44.8,0,0,"8,629,983",55.9,"2,510,610",76.2,"5,989,190",30.8,0,0,"5,971,754",38.7,"2,109,503",64,"565,224","2,476,841","2,946,601",524,0,0,0,0,"564,941","2,476,460","2,929,832",521,"114,610","1,020,755","973,840",298,"150,548","80,384","56,186","13,978"
04/23/2021,16,SC,"4,239,835","257,000","1,749,500","2,233,335",0,"82,347",0,"105,011","452,479","3,021,647",0,"3,001,251","1,339,024","96,353","1,197,752","1,726,487","1,055","106,184","55,757","33,393","17,034","66,138","33,063","20,120","12,955","58,687",0,"74,334","142,902","3,014,340","1,809,407",35.1,0,0,"1,792,385",44.4,"740,113",79,"1,263,362",24.5,0,0,"1,259,966",31.2,"612,589",65.4,"93,834","455,586","713,736",206,0,0,0,0,"93,634","455,419","710,707",206,"17,785","254,701","339,962",141,"39,161","22,174","12,936","4,051"
04/23/2021,16,MD,"5,479,380","311,600","2,273,200","2,894,580",0,"90,633",0,"116,311","571,128","4,394,132",0,"4,351,893","1,429,820","184,513","1,901,715","2,305,126","2,778","191,919","92,570","73,353","25,996","119,881","54,344","44,554","20,983","72,682",0,"92,377","149,033","4,428,611","2,739,764",45.3,0,0,"2,704,173",57.4,"795,524",82.9,"1,846,977",30.6,0,0,"1,840,875",39.1,"686,917",71.6,"178,683","757,652","909,857",785,0,0,0,0,"178,591","757,560","903,941",783,"38,483","336,662","311,423",349,"70,228","37,297","27,943","4,988"
04/23/2021,16,HI,"1,362,400","70,000","559,200","733,200",0,"96,223",0,"122,078","507,510","1,118,285",0,"1,110,239","392,612","19,713","385,885","618,927","93,760","24,792","11,027","12,491","1,274","14,350","6,097","7,277",976,"78,982",0,"99,483","146,253","1,125,081","684,126",48.3,0,0,"676,795",60.6,"222,778",83,"457,517",32.3,0,0,"456,187",40.9,"175,592",65.4,"20,153","156,048","263,252","18,064",0,0,0,0,"20,084","155,944","262,112","18,047","4,407","70,325","99,451","1,409","8,666","4,117","4,251",298
04/23/2021,16,AL,"3,898,820","244,000","1,705,600","1,949,220",0,"79,516",0,"102,200","458,773","2,429,629",0,"2,419,653","1,036,470","72,509","1,157,043","1,200,077",0,"85,811","45,579","30,591","9,641","53,694","27,464","19,746","6,484","49,552",0,"63,427","121,961","2,497,076","1,531,741",31.2,0,0,"1,523,168",39.9,"607,452",71.5,"1,033,996",21.1,0,0,"1,032,363",27.1,"472,480",55.6,"74,189","458,296","501,463",48,0,0,0,0,"74,155","458,238","499,922",48,"22,855","248,095","201,496",34,"32,224","18,215","10,882","3,127"
04/23/2021,16,CO,"4,923,030","290,200","2,145,800","2,487,030",0,"85,488",0,"109,420","584,397","4,068,389",0,"4,019,211","1,287,920","143,196","1,861,913","2,062,196","1,084","129,444","54,757","42,747","31,940","82,322","32,814","26,408","23,100","70,647",0,"89,331","152,885","4,060,789","2,541,410",44.1,0,0,"2,499,548",55.6,"690,844",82,"1,636,956",28.4,0,0,"1,629,119",36.2,"597,671",70.9,"141,422","716,349","778,879",306,0,0,0,0,"140,879","715,848","772,086",306,"12,549","300,922","284,071",129,"46,366","21,530","16,079","8,757"
04/23/2021,16,ID,"1,373,415","83,100","592,800","697,515",0,"76,853",0,"102,581","472,500","1,017,413",0,"1,017,375","416,253","29,988","455,912","531,054",459,"26,897","8,500","4,880","13,517","16,436","4,833","2,933","8,670","56,932",0,"75,988","143,205","1,021,227","587,763",32.9,0,0,"587,681",43.9,"219,683",75.6,"441,364",24.7,0,0,"441,337",33,"198,000",68.1,"29,897","189,388","221,941",138,0,0,0,0,"29,887","189,385","221,927",138,"6,550","92,532","98,858",60,"10,245","3,541","1,891","4,813"
04/23/2021,16,ND,"624,340","31,600","282,300","310,440",0,"81,928",0,"107,295","520,956","540,817",0,"535,940","185,696","21,646","237,998","281,173",0,"6,590","2,993","2,232","1,365","3,644","1,609","1,213",822,"70,968",0,"92,103","154,947","514,675","292,833",38.4,0,0,"289,654",49.8,"96,446",80.5,"235,778",30.9,0,0,"234,447",40.3,"83,931",70,"19,066","100,367","116,344",1,0,0,0,0,"18,998","100,305","115,143",1,"2,751","41,457","39,723",0,"2,916","1,366","1,013",537
04/23/2021,16,TX,"23,429,775","1,584,000","9,696,300","12,149,475",0,"80,804",0,"108,491","627,433","17,543,688",0,"17,347,665","5,184,887","636,725","7,740,934","9,165,330",699,"464,264","216,059","153,783","94,422","286,949","127,029","91,801","68,119","60,504",0,"80,328","138,848","16,998,468","10,567,699",36.4,0,0,"10,446,920",48.4,"2,840,598",76.1,"7,023,472",24.2,0,0,"6,943,200",32.2,"2,317,746",62.1,"623,813","2,931,641","3,467,463",555,0,0,0,0,"616,683","2,898,135","3,427,833",549,"205,858","967,442","1,144,263",183,"174,379","87,223","60,890","26,266"
04/23/2021,16,MA,"6,623,650","376,000","2,786,400","3,461,250",0,"96,099",0,"119,567","566,447","5,563,298",0,"5,512,495","1,869,796","210,061","2,421,519","2,931,631",87,"319,899","143,252","131,865","44,782","187,170","78,963","73,161","35,046","80,715",0,"99,509","159,903","5,557,707","3,548,972",51.5,0,0,"3,506,252",63.3,"1,052,283",90,"2,201,911",31.9,0,0,"2,193,255",39.6,"871,122",74.5,"210,767","934,337","1,056,791",16,0,0,0,0,"210,173","933,887","1,049,179",16,"53,051","399,812","418,249",10,"130,759","63,335","57,743","9,681"
04/23/2021,16,CT,"3,686,495","219,800","1,516,500","1,950,195",0,"103,400",0,"129,905","584,931","2,957,181",0,"2,926,437","1,059,399","118,515","1,230,876","1,607,554",236,"132,243","63,442","51,458","17,343","78,313","36,298","29,067","12,948","82,944",0,"103,122","168,093","2,958,777","1,835,971",51.5,0,0,"1,806,953",63.7,"560,837",89,"1,223,146",34.3,0,0,"1,221,667",43,"497,454",78.9,"118,658","491,815","612,620",53,0,0,0,0,"118,562","491,570","611,482",53,"11,081","194,439","291,916",18,"53,137","26,680","22,100","4,357"
04/23/2021,16,VT,"623,570","40,200","278,000","305,370",0,"99,933",0,"122,272","498,700","506,735",0,"504,489","223,742","23,693","226,333","256,191",518,"21,709","10,159","7,229","4,321","13,579","5,880","4,407","3,292","81,209",0,"98,923","178,938","497,975","310,949",49.8,0,0,"309,282",60.6,"117,739",94.2,"209,578",33.6,0,0,"209,008",41,"101,049",80.8,"23,349","85,148","100,903",178,0,0,0,0,"23,332","85,135","100,363",178,557,"48,514","51,860",118,"7,936","4,180","2,753","1,003"
04/23/2021,16,GU,"140,740","11,100","53,200","76,440",0,"84,902",0,"108,848","499,414","120,740",0,"118,322","24,935","1,207","47,060","72,473",0,1,0,0,1,1,0,0,1,"72,837",0,"91,510","88,482","120,808","72,729",43.9,0,0,"70,829",54.8,"13,488",47.9,"48,430",29.2,0,0,"47,915",37.1,"11,385",40.4,"1,212","19,084","28,134",0,0,0,0,0,"1,212","19,081","27,622",0,99,"4,805","6,481",0,0,0,0,0
04/23/2021,16,NE,"1,660,600","96,600","690,400","873,600",0,"85,845",0,"113,870","531,463","1,339,495",0,"1,328,441","494,772","51,749","575,229","710,207","2,310","57,793","25,731","22,151","9,911","38,328","16,619","14,834","6,875","69,246",0,"91,093","158,348","1,343,969","811,583",42,0,0,"801,999",55,"259,702",83.1,"574,166",29.7,0,0,"572,582",39.3,"232,586",74.4,"51,872","236,892","284,753",649,0,0,0,0,"51,845","236,840","283,248",649,"3,666","112,669","115,770",481,"19,322","9,032","7,233","3,057"
04/23/2021,16,KS,"2,558,035","143,100","1,148,800","1,266,135",0,"87,805",0,"115,588","537,982","1,908,417",0,"1,893,377","721,908","56,750","882,670","968,495",502,"89,791","45,843","27,996","15,952","55,329","26,374","18,000","10,955","65,507",0,"85,555","151,825","1,997,379","1,206,150",41.4,0,0,"1,192,452",53.9,"414,170",87.1,"833,899",28.6,0,0,"830,456",37.5,"337,601",71,"57,251","371,138","405,368",142,0,0,0,0,"57,216","371,088","402,010",142,"10,504","164,385","162,631",81,"34,053","19,179","9,895","4,979"
04/23/2021,16,WI,"4,836,095","283,300","2,103,400","2,449,395",0,"83,060",0,"106,152","475,412","4,328,174",0,"4,286,157","1,692,634","169,822","1,866,474","2,291,426",452,"182,211","85,881","59,590","36,740","121,707","52,603","37,852","31,252","74,336",0,"94,081","166,394","4,299,565","2,553,420",43.9,0,0,"2,520,440",55.3,"871,126",85.6,"1,845,764",31.7,0,0,"1,838,455",40.4,"797,376",78.4,"163,563","746,744","935,262",195,0,0,0,0,"163,478","746,633","928,150",194,"16,264","390,720","390,309",83,"59,553","32,710","21,325","5,518"
04/23/2021,16,IH2,"1,669,825","73,000","899,700","697,125",0,"80,172",0,0,0,"1,195,580",0,"1,170,142","256,347","19,312","668,874","507,394",0,0,0,0,0,0,0,0,0,"57,402",0,0,0,"1,195,580","698,116",33.5,0,0,"682,096",0,"143,268",0,"509,289",24.5,0,0,"499,908",0,"112,144",0,"19,163","272,737","217,389",0,0,0,0,0,"19,133","272,584","208,191",0,"2,028","64,142","45,974",0,0,0,0,0
04/23/2021,16,MN,"4,600,770","267,600","1,949,100","2,384,070",0,"81,579",0,"106,095","499,876","4,005,624",0,"3,971,428","1,457,558","194,522","1,726,906","2,083,964",232,"175,526","73,063","70,075","32,388","112,434","44,661","43,269","24,504","71,026",0,"91,582","158,364","4,041,818","2,485,545",44.1,0,0,"2,456,595",56.6,"795,339",86.4,"1,739,383",30.8,0,0,"1,733,646",40,"716,382",77.8,"196,737","702,536","840,050",60,0,0,0,0,"196,608","702,426","834,552",60,"37,697","303,947","374,713",25,"62,334","28,070","26,513","7,751"
04/23/2021,16,AK,"756,585","51,600","326,100","378,885",0,"103,423",0,"137,171","826,074","533,546",0,"522,504","132,791","13,741","238,752","280,978",75,"6,598","2,072","1,323","3,203","4,338","1,385",921,"2,032","72,934",0,"94,732","144,987","531,960","298,047",40.7,0,0,"291,288",52.8,"70,676",77.2,"244,728",33.5,0,0,"240,404",43.6,"65,237",71.2,"12,830","105,991","125,891",16,0,0,0,0,"12,770","105,784","121,834",16,"1,449","37,532","26,249",7,"2,217",666,387,"1,164"
04/23/2021,16,UT,"2,342,070","137,800","1,033,100","1,171,170",0,"73,054",0,"102,958","640,134","2,005,613",0,"1,975,152","564,077","84,017","868,581","1,053,015",0,"55,257","20,603","18,950","15,704","34,804","12,722","11,724","10,358","62,559",0,"86,828","154,173","1,992,425","1,205,933",37.6,0,0,"1,181,196",51.9,"303,391",82.9,"688,267",21.5,0,0,"683,091",30,"200,022",54.7,"80,935","270,861","336,471",0,0,0,0,0,"80,844","270,769","331,478",0,"10,261","86,920","102,841",0,"20,191","7,734","7,167","5,290"
04/23/2021,16,DS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
