Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Residents,Administered_Fed_LTC_Staff,Administered_Fed_LTC_Unk,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown
04/12/2021,15,KS,"2,141,475","136,700","982,000","1,022,775",0,"73,506",0,"96,765","450,375","1,652,045",0,"1,642,507","688,139","47,608","792,681","811,472",284,"89,774","45,830","27,992","15,952","55,317","26,363","17,999","10,955","56,707",0,"74,219","144,723","1,728,585","1,097,450",37.7,0,0,"1,088,001",49.2,"403,436",84.8,"666,644",22.9,0,0,"665,236",30.1,"313,996",66,"48,379","313,660","304,485",120,0,0,0,0,"48,347","313,626","303,143",120,"9,110","153,393","151,418",75,"34,049","19,176","9,894","4,979"
04/12/2021,15,WY,"450,525","28,600","216,200","205,725",0,"77,843",0,"101,236","454,254","310,765",0,"309,444","131,498","9,938","151,820","148,835",172,"6,778","1,399",692,"4,687","3,917",755,409,"2,753","53,695",0,"69,534","132,587","304,478","180,275",31.1,0,0,"179,227",40.3,"70,534",71.1,"131,994",22.8,0,0,"131,772",29.6,"62,130",62.6,"9,282","61,223","61,464",25,0,0,0,0,"9,278","61,218","61,251",25,"1,581","32,248","28,288",13,"2,838",638,280,"1,920"
04/12/2021,15,US,"237,796,305","16,192,650","102,932,700","118,670,955",0,"71,626",0,"92,122","434,753","189,692,045",0,"188,637,808","75,669,789","6,859,877","84,694,388","97,978,125","159,655","7,766,645","3,618,116","2,655,697","1,492,832","4,848,096","2,121,236","1,595,793","1,131,067","57,137",0,"73,078","138,344","189,692,045","120,848,490",36.4,0,0,"119,979,114",46.5,"42,928,732",78.5,"74,066,085",22.3,0,0,"73,871,042",28.6,"33,091,721",60.5,"6,820,188","31,014,082","36,194,022","37,793",0,0,0,0,"6,806,990","30,985,871","36,040,429","37,752","16,268,980","73,730,424","15,741,217","1,402,475","2,859,728","1,463,060","1,035,984","360,684"
04/12/2021,15,NY,"14,459,595","869,250","6,174,300","7,416,045",0,"74,329",0,"93,740","438,682","12,242,726",0,"12,186,400","4,231,801","501,667","5,407,480","6,331,590","1,989","409,781","196,981","141,623","71,177","257,544","114,559","84,492","58,493","62,933",0,"79,003","128,386","12,184,633","7,630,961",39.2,0,0,"7,585,360",49.2,"2,400,613",72.8,"4,931,444",25.3,0,0,"4,920,471",31.9,"1,925,302",58.4,"497,294","2,027,350","2,406,391",409,0,0,0,0,"497,057","2,027,053","2,395,953",408,"105,644","919,751","899,665",242,"148,193","79,607","55,353","13,233"
04/12/2021,15,PR,"2,426,730","147,900","1,078,800","1,200,030",0,"75,985",0,"92,589","446,971","1,348,411",0,"1,346,918","590,672","33,105","550,558","764,485",263,"74,251","11,410","10,843","51,998","54,267","7,953","7,461","38,853","42,221",0,"51,390","108,794","1,363,005","871,637",27.3,0,0,"870,231",33.2,"352,097",64.9,"521,776",16.3,0,0,"521,570",19.9,"248,953",45.9,"33,228","195,292","293,248",8,0,0,0,0,"33,203","195,268","293,091",8,"6,658","114,377","127,917",1,"19,871","3,404","3,340","13,127"
04/12/2021,15,TX,"19,312,495","1,469,600","8,108,300","9,734,595",0,"66,604",0,"89,426","517,175","15,151,731",0,"15,024,044","4,874,438","535,799","6,757,886","7,857,358",688,"463,170","215,619","153,255","94,296","285,916","126,619","91,304","67,993","52,255",0,"69,568","130,534","14,658,561","9,401,590",32.4,0,0,"9,320,430",43.2,"2,905,091",77.8,"5,758,786",19.9,0,0,"5,709,073",26.4,"1,779,465",47.7,"524,460","2,394,153","2,839,629",544,0,0,0,0,"519,933","2,373,485","2,815,116",539,"162,058","739,793","877,445",168,"174,187","87,181","60,804","26,202"
04/12/2021,15,CA,"29,034,050","2,089,000","12,470,200","14,474,850",0,"73,481",0,"94,828","497,319","23,031,055",0,"22,879,783","8,236,938","874,852","10,439,709","11,714,219","2,275","835,651","387,417","367,173","81,061","495,701","223,675","213,935","58,091","58,288",0,"74,728","141,089","23,006,181","15,320,888",38.8,0,0,"15,193,181",49.6,"4,821,733",82.6,"8,459,357",21.4,0,0,"8,433,198",27.5,"3,447,315",59,"871,333","3,507,494","4,080,091",439,0,0,0,0,"868,630","3,505,618","4,058,512",438,"94,583","1,789,609","1,562,851",272,"332,820","159,787","150,236","22,797"
04/12/2021,15,DD2,"3,009,640","156,100","1,252,200","1,601,340",0,0,0,0,0,"2,327,881",0,"2,317,577","252,650","47,426","1,052,255","1,227,801",399,0,0,0,0,0,0,0,0,0,0,0,0,"2,327,881","1,479,397",0,0,0,"1,470,893",0,"149,261",0,"821,566",0,0,0,"820,080",0,"97,424",0,"44,511","345,318","431,737",0,0,0,0,0,"44,499","345,282","430,299",0,"2,344","33,052","62,028",0,0,0,0,0
04/12/2021,15,IH2,"1,623,385","61,600","878,700","683,085",0,"77,942",0,0,0,"1,094,904",0,"1,074,434","247,159","16,364","612,548","465,992",0,0,0,0,0,0,0,0,0,"52,569",0,0,0,"1,094,904","659,239",31.7,0,0,"645,913",0,"139,834",0,"444,728",21.4,0,0,"437,623",0,"106,111",0,"16,225","234,502","194,001",0,0,0,0,0,"16,200","234,379","187,044",0,"1,729","60,170","44,212",0,0,0,0,0
04/12/2021,15,MO,"4,246,425","255,000","1,824,000","2,167,425",0,"69,189",0,"89,083","399,838","3,196,092",0,"3,184,597","1,382,899","94,777","1,299,952","1,801,033",330,"156,670","84,772","49,268","22,630","98,603","50,724","30,598","17,281","52,075",0,"66,807","130,212","3,124,998","1,931,639",31.5,0,0,"1,922,643",40.3,"758,214",71.4,"1,263,413",20.6,0,0,"1,261,896",26.5,"607,504",57.2,"95,511","490,052","677,801",49,0,0,0,0,"95,440","489,982","676,426",48,"21,685","277,542","308,255",22,"57,427","33,566","18,440","5,421"
04/12/2021,15,WI,"3,999,985","266,900","1,766,900","1,966,185",0,"68,700",0,"87,799","393,218","3,710,175",0,"3,687,005","1,617,273","155,350","1,621,589","1,932,823",413,"181,676","85,679","59,257","36,740","121,619","52,568","37,799","31,252","63,722",0,"80,929","158,986","3,692,821","2,311,782",39.7,0,0,"2,292,314",50.3,"853,606",83.9,"1,499,965",25.8,0,0,"1,496,919",32.9,"749,855",73.7,"150,122","611,904","737,759",180,0,0,0,0,"150,046","611,838","734,857",178,"15,145","365,746","368,888",76,"59,107","32,542","21,047","5,518"
04/12/2021,15,NM,"1,710,565","111,800","723,800","874,965",0,"81,579",0,"105,526","453,003","1,514,221",0,"1,501,816","522,443","42,180","671,192","798,904","1,945","39,477","11,892","12,109","15,476","25,899","6,954","7,304","11,641","72,215",0,"92,648","138,357","1,536,336","942,879",45,0,0,"933,905",57.6,"309,690",82,"621,671",29.6,0,0,"616,415",38,"230,268",61,"41,326","247,879","331,933",533,0,0,0,0,"41,248","247,769","326,865",533,"11,847","102,605","115,492",324,"13,144","4,703","4,633","3,808"
04/12/2021,15,MA,"5,331,330","361,500","2,346,300","2,623,530",0,"77,350",0,"96,239","455,930","4,651,716",0,"4,624,901","1,765,600","174,700","2,116,034","2,360,914",68,"319,817","143,226","131,809","44,782","187,108","78,944","73,118","35,046","67,490",0,"83,486","150,992","4,641,806","3,021,548",43.8,0,0,"2,998,657",54.1,"1,021,353",87.3,"1,779,448",25.8,0,0,"1,775,215",32,"794,060",67.9,"174,960","783,866","820,608",14,0,0,0,0,"174,551","783,641","817,009",14,"49,408","363,097","381,545",10,"130,699","63,313","57,705","9,681"
04/12/2021,15,MP,"62,910","2,600","17,800","42,510",0,"110,597",0,"141,791","650,569","32,894",0,"32,583","4,473",43,"4,359","28,492",0,1,0,0,1,1,0,0,1,"57,828",0,"73,438","46,256","32,900","18,905",33.2,0,0,"18,613",42,"2,310",23.9,"14,025",24.7,0,0,"14,006",31.6,"2,200",22.8,47,"1,928","12,050",0,0,0,0,0,47,"1,928","12,031",0,39,329,"1,832",0,0,0,0,0
04/12/2021,15,AS,"43,810",600,"12,400","30,810",0,"78,669",0,"100,859","462,765","34,165",0,"33,082","4,195",0,"7,041","27,124",0,0,0,0,0,0,0,0,0,"61,350",0,"76,161","44,312","34,345","19,406",34.8,0,0,"18,777",43.2,"2,312",24.4,"14,846",26.7,0,0,"14,395",33.1,"1,947",20.6,6,"2,951","11,889",0,0,0,0,0,6,"2,949","11,440",0,1,733,"1,213",0,0,0,0,0
04/12/2021,15,TN,"4,635,700","298,600","2,043,900","2,293,200",0,"67,881",0,"87,152","405,434","3,286,379",0,"3,272,300","1,444,299","101,757","1,475,078","1,705,484","4,060","107,369","55,881","30,499","20,989","70,681","34,612","19,912","16,157","48,123",0,"61,520","126,317","3,235,644","2,068,289",30.3,0,0,"2,055,848",38.7,"803,920",70.3,"1,243,190",18.2,0,0,"1,241,619",23.3,"626,839",54.8,"99,168","536,726","606,120","1,176",0,0,0,0,"99,056","536,665","604,724","1,174","17,927","320,314","287,837",761,"36,265","21,106","10,342","4,817"
04/12/2021,15,MH,"51,300","10,800","40,500",0,0,"87,823",0,"112,594","516,616","23,233",0,"23,192","1,528",3,"23,230",0,0,0,0,0,0,0,0,0,0,"39,774",0,"50,902","15,388","23,260","13,403",22.9,0,0,"13,368",29.3,873,8.8,"9,786",16.8,0,0,"9,778",21.5,654,6.6,6,"9,778",2,0,0,0,0,0,6,"9,770",2,0,2,652,0,0,0,0,0,0
04/12/2021,15,OR,"2,927,765","212,300","1,290,600","1,424,865",0,"69,416",0,"87,365","382,175","2,356,196",0,"2,344,138","995,700","81,229","1,072,359","1,201,280","1,328","118,843","59,140","42,951","16,752","74,282","35,229","26,633","12,420","55,864",0,"69,950","129,973","2,368,124","1,496,348",35.5,0,0,"1,486,625",44.4,"583,769",76.2,"942,416",22.3,0,0,"939,822",28,"449,142",58.6,"80,538","414,367","447,280",231,0,0,0,0,"80,325","414,131","445,135",231,"30,360","196,916","221,747",119,"44,293","23,838","16,152","4,303"
04/12/2021,15,LA,"3,279,090","205,700","1,442,800","1,630,590",0,"70,536",0,"92,079","442,509","2,334,618",0,"2,325,173","1,008,683","85,261","1,051,294","1,197,121",942,"114,857","41,510","22,781","50,566","76,489","24,114","13,996","38,379","50,220",0,"65,292","136,121","2,291,953","1,387,740",29.9,0,0,"1,379,748",38.7,"537,486",72.5,"978,932",21.1,0,0,"977,568",27.5,"464,978",62.7,"81,814","389,729","506,928",461,0,0,0,0,"81,753","389,686","505,669",460,"15,168","210,751","238,968",91,"37,529","16,967","8,523","12,039"
04/12/2021,15,PA,"9,542,955","778,000","4,059,800","4,705,155",0,"74,543",0,"93,859","398,726","7,687,290",0,"7,660,254","3,258,157","257,219","3,373,186","4,056,697",188,"426,058","217,679","190,275","18,104","241,102","120,517","107,380","13,205","60,048",0,"75,342","136,133","7,738,039","5,059,892",39.5,0,0,"5,038,087",49.6,"2,007,130",83.9,"2,911,810",22.7,0,0,"2,905,871",28.6,"1,284,104",53.7,"262,739","1,160,957","1,487,949",165,0,0,0,0,"262,638","1,160,702","1,482,367",164,"39,050","586,348","658,605",101,"182,539","95,739","81,796","5,004"
04/12/2021,15,NC,"7,482,530","516,300","3,157,100","3,809,130",0,"71,343",0,"91,391","427,306","5,714,763",0,"5,677,715","2,423,928","200,540","2,428,921","3,084,973",329,"226,556","112,222","72,842","41,492","148,591","68,086","45,557","34,948","54,488",0,"69,347","138,424","5,660,614","3,570,420",34,0,0,"3,539,101",43.2,"1,302,533",74.4,"2,273,894",21.7,0,0,"2,267,714",27.7,"1,097,362",62.7,"197,707","889,579","1,186,581",27,0,0,0,0,"197,100","889,193","1,181,394",27,"22,501","516,454","558,386",21,"76,278","43,180","26,556","6,542"
04/12/2021,15,DE,"729,185","47,600","310,500","371,085",0,"74,883",0,"94,676","386,004","582,422",0,"579,707","280,331","20,443","239,290","322,517",172,"36,075","11,681","8,504","15,890","24,360","6,711","5,214","12,435","59,811",0,"75,268","148,397","567,850","373,330",38.3,0,0,"371,213",48.2,"157,717",83.5,"212,392",21.8,0,0,"212,215",27.6,"120,863",64,"20,139","79,181","112,999",73,0,0,0,0,"20,125","79,166","112,851",73,"5,833","49,855","65,131",44,"11,407","4,747","3,208","3,452"
04/12/2021,15,ND,"547,170","30,100","254,600","262,470",0,"71,801",0,"94,033","456,565","496,230",0,"492,583","182,138","20,946","219,423","255,861",0,"6,585","2,993","2,232","1,360","3,643","1,609","1,213",821,"65,117",0,"84,652","151,978","473,736","280,575",36.8,0,0,"278,019",47.8,"95,302",79.5,"206,710",27.1,0,0,"205,841",35.4,"81,508",68,"18,479","87,735","100,496",0,0,0,0,0,"18,412","87,693","99,736",0,"2,678","40,057","38,773",0,"2,912","1,366","1,013",533
04/12/2021,15,ME,"1,037,000","74,400","475,100","487,500",0,"77,146",0,"94,671","363,522","886,525",0,"885,149","437,121","54,476","399,625","432,349",75,"37,908","16,986","15,228","5,694","23,864","9,774","9,855","4,235","65,951",0,"80,808","153,233","898,550","577,303",42.9,0,0,"576,146",52.6,"250,254",87.7,"371,821",27.7,0,0,"371,560",33.9,"205,671",72.1,"54,577","152,966","164,256",22,0,0,0,0,"54,561","152,942","164,035",22,"16,382","88,282","100,998",9,"13,957","7,160","5,342","1,455"
04/12/2021,15,AL,"3,278,980","239,100","1,467,400","1,572,480",0,"66,874",0,"85,952","385,836","2,092,489",0,"2,086,650","961,884","67,090","1,009,591","1,015,808",0,"84,928","45,080","30,207","9,641","53,177","27,135","19,558","6,484","42,676",0,"54,698","113,185","2,149,837","1,389,598",28.3,0,0,"1,384,137",36.3,"582,703",68.6,"824,052",16.8,0,0,"823,533",21.6,"420,124",49.4,"68,553","374,531","380,925",43,0,0,0,0,"68,524","374,489","380,477",43,"21,603","218,146","180,344",31,"31,796","17,990","10,679","3,127"
04/12/2021,15,ID,"1,165,795","78,200","514,100","573,495",0,"65,235",0,"87,073","401,072","920,374",0,"920,338","403,520","29,672","417,438","472,875",389,"26,887","8,494","4,876","13,517","16,434","4,831","2,933","8,670","51,502",0,"68,740","138,824","924,067","553,741",31,0,0,"553,678",41.4,"216,060",74.3,"379,753",21.3,0,0,"379,730",28.4,"189,863",65.3,"29,453","164,910","185,272",118,0,0,0,0,"29,444","164,907","185,261",118,"6,512","88,241","95,061",49,"10,237","3,537","1,887","4,813"
04/12/2021,15,CT,"2,991,235","201,900","1,234,600","1,554,735",0,"83,899",0,"105,405","474,615","2,498,626",0,"2,484,152","1,018,424","100,828","1,059,699","1,337,919",180,"132,215","63,439","51,433","17,343","78,287","36,300","29,039","12,948","70,082",0,"87,537","161,592","2,500,916","1,583,584",44.4,0,0,"1,570,294",55.3,"547,041",86.8,"1,001,744",28.1,0,0,"1,000,671",35.3,"469,127",74.4,"101,246","407,808","492,662",28,0,0,0,0,"101,169","407,595","491,879",28,"9,815","180,272","279,025",15,"53,121","26,680","22,084","4,357"
04/12/2021,15,OK,"3,123,625","182,700","1,405,300","1,535,625",0,"78,940",0,"103,957","491,807","2,330,078",0,"2,311,330","883,425","62,269","1,072,804","1,194,971",34,"64,915","31,164","16,068","17,683","43,867","19,290","11,454","13,123","58,885",0,"76,923","139,093","2,298,990","1,410,306",35.6,0,0,"1,396,547",46.5,"492,614",77.6,"937,722",23.7,0,0,"933,187",31.1,"393,186",61.9,"61,576","405,261","470,865",20,0,0,0,0,"61,546","405,176","466,445",20,"11,519","205,186","176,476",5,"20,698","11,682","4,477","4,539"
04/12/2021,15,RI,"803,105","52,000","357,400","393,705",0,"75,810",0,"93,945","429,362","709,383",0,"707,247","305,633","27,527","318,382","363,450",24,"51,534","26,530","16,247","8,757","31,261","14,768","9,429","7,064","66,963",0,"82,732","163,400","707,090","429,419",40.5,0,0,"427,595",50,"163,649",87.5,"304,112",28.7,0,0,"303,784",35.5,"145,644",77.9,"27,417","132,670","144,022",3,0,0,0,0,"27,410","132,665","143,706",3,"4,137","68,399","73,106",2,"20,054","11,660","6,709","1,685"
04/12/2021,15,WA,"5,514,040","358,400","2,380,400","2,775,240",0,"72,411",0,"92,644","455,810","4,526,964",0,"4,507,953","1,828,777","165,332","1,959,136","2,399,429","3,067","164,214","71,396","53,155","39,663","104,663","43,592","33,704","27,367","59,449",0,"75,741","151,173","4,534,934","2,830,574",37.2,0,0,"2,815,271",47.3,"996,353",82.4,"1,831,031",24,0,0,"1,827,337",30.7,"850,194",70.3,"165,422","734,206","930,744",659,0,0,0,0,"165,349","734,119","927,210",659,"34,681","383,327","431,727",459,"58,443","27,193","19,047","12,203"
04/12/2021,15,VA2,"5,511,825","446,500","2,652,200","2,413,125",0,0,0,0,0,"4,452,371",0,"4,452,122","2,600,289","108,808","2,333,900","2,009,661",2,0,0,0,0,0,0,0,0,0,0,0,0,"4,452,371","2,534,219",0,0,0,"2,534,037",0,"1,393,454",0,"2,025,008",0,0,0,"2,024,929",0,"1,244,181",0,"108,751","1,020,180","896,076",1,0,0,0,0,"108,738","1,020,159","896,031",1,"37,812","692,258","514,110",1,0,0,0,0
04/12/2021,15,DS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/12/2021,15,HI,"1,140,130","64,000","461,100","615,030",0,"80,525",0,"102,162","424,712","853,628",0,"850,174","313,208","16,850","301,671","441,347","93,760","24,750","11,011","12,465","1,274","14,347","6,096","7,275",976,"60,290",0,"76,180","116,674","861,881","518,940",36.7,0,0,"515,610",46.2,"179,553",66.9,"356,879",25.2,0,0,"356,122",31.9,"139,510",52,"17,226","122,724","198,886","18,043",0,0,0,0,"17,169","122,660","198,267","18,026","4,005","55,666","78,430","1,409","8,627","4,102","4,227",298
04/12/2021,15,MS,"2,074,625","137,900","943,200","993,525",0,"69,708",0,"91,090","426,270","1,363,558",0,"1,359,542","589,284","40,214","670,415","652,093",836,"52,277","25,633","12,257","14,387","32,490","15,093","7,619","9,778","45,816",0,"59,693","121,079","1,366,429","830,197",27.9,0,0,"826,666",36.3,"335,555",68.9,"571,808",19.2,0,0,"571,303",25.1,"270,040",55.5,"39,346","273,112","259,331",19,0,0,0,0,"39,318","273,081","258,885",19,"10,985","143,301","115,749",5,"19,559","10,386","4,586","4,587"
04/12/2021,15,NJ,"6,362,455","420,000","2,711,500","3,230,955",0,"71,632",0,"91,630","431,196","5,673,369",0,"5,638,537","1,955,187","235,734","2,543,104","2,894,056",475,"249,054","120,157","102,920","25,977","152,019","71,394","62,088","18,537","63,874",0,"81,205","132,507","5,857,468","3,738,568",42.1,0,0,"3,711,419",53.5,"1,172,729",79.5,"2,335,482",26.3,0,0,"2,327,373",33.5,"882,612",59.8,"236,947","982,862","1,115,655",18,0,0,0,0,"236,855","982,742","1,107,759",17,"56,535","405,081","420,986",10,"96,387","48,366","40,484","7,537"
04/12/2021,15,FM,"63,200","1,600","61,600",0,0,"60,979",0,"78,177","358,704","27,527",0,"27,512","2,649",20,"27,507",0,0,122,0,122,0,72,0,72,0,"26,559",0,"34,032","15,035","27,727","16,878",16.3,0,0,"16,863",20.9,"1,563",8.9,"10,709",10.3,0,0,"10,709",13.2,"1,118",6.3,22,"10,667",20,0,0,0,0,0,22,"10,667",20,0,7,"1,106",5,0,50,0,50,0
04/12/2021,15,MD,"4,475,360","306,700","1,936,300","2,232,360",0,"74,026",0,"94,998","466,477","3,582,804",0,"3,564,942","1,318,020","152,586","1,606,213","1,821,805","2,200","191,301","92,454","72,851","25,996","119,410","54,305","44,122","20,983","59,262",0,"75,673","137,380","3,630,093","2,326,076",38.5,0,0,"2,311,039",49.1,"766,646",79.9,"1,436,711",23.8,0,0,"1,434,004",30.4,"603,407",62.9,"148,956","607,913","679,227",615,0,0,0,0,"148,894","607,852","676,643",615,"35,645","288,822","278,653",287,"70,061","37,210","27,863","4,988"
04/12/2021,15,AK,"706,185","42,100","308,600","355,485",0,"96,533",0,"128,034","771,045","465,250",0,"456,881","122,919","11,713","208,571","244,897",69,"6,597","2,072","1,322","3,203","4,338","1,385",921,"2,032","63,598",0,"82,834","134,209","464,474","272,212",37.2,0,0,"266,792",48.4,"68,151",74.4,"201,795",27.6,0,0,"198,802",36,"57,820",63.1,"11,007","86,099","104,677",12,0,0,0,0,"10,954","85,972","101,864",12,"1,296","33,481","23,038",5,"2,216",666,386,"1,164"
04/12/2021,15,IA,"2,240,975","157,700","1,013,700","1,069,575",0,"71,028",0,"92,288","405,273","1,927,000",0,"1,917,440","848,424","78,563","932,126","916,192",119,"138,040","61,770","45,550","30,720","90,496","36,714","29,580","24,202","61,076",0,"78,965","153,435","1,935,175","1,202,244",38.1,0,0,"1,194,129",49.2,"457,083",82.7,"796,722",25.3,0,0,"795,255",32.8,"394,648",71.4,"77,771","378,606","340,310",35,0,0,0,0,"77,736","378,590","338,894",35,"6,514","212,027","176,081",26,"46,814","24,611","15,616","6,587"
04/12/2021,15,BP2,"123,570","3,700","48,500","71,370",0,0,0,0,0,"126,933",0,"126,932","5,131","1,498","49,287","76,148",0,0,0,0,0,0,0,0,0,0,0,0,0,"126,933","74,487",0,0,0,"74,486",0,"2,820",0,"53,292",0,0,0,"53,292",0,"2,298",0,"1,487","20,193","31,612",0,0,0,0,0,"1,487","20,193","31,612",0,18,"1,101","1,179",0,0,0,0,0
04/12/2021,15,GU,"129,900","2,600","53,200","74,100",0,"78,363",0,"100,465","460,949","100,274",0,"98,952","23,573",852,"42,479","56,943",0,1,0,0,1,1,0,0,1,"60,491",0,"76,530","83,649","100,321","64,118",38.7,0,0,"62,826",48.6,"12,940",45.9,"36,226",21.9,0,0,"36,198",28,"10,536",37.4,857,"16,818","18,551",0,0,0,0,0,857,"16,816","18,525",0,71,"4,534","5,931",0,0,0,0,0
04/12/2021,15,RP,"24,600","3,800","20,800",0,0,"137,376",0,"176,129","808,147","14,979",0,"14,979","2,735",197,"14,781",1,0,0,0,0,0,0,0,0,0,"83,649",0,"107,246","89,849","15,130","8,914",49.8,0,0,"8,914",63.8,"1,477",48.5,"6,409",35.8,0,0,"6,409",45.9,"1,386",45.5,197,"6,198",14,0,0,0,0,0,197,"6,198",14,0,91,"1,287",8,0,0,0,0,0
04/11/2021,15,BP2,"123,570","3,700","48,500","71,370",0,0,0,0,0,"126,905",0,"126,904","5,130","1,470","49,287","76,148",0,0,0,0,0,0,0,0,0,0,0,0,0,"126,905","74,459",0,0,0,"74,458",0,"2,819",0,"53,264",0,0,0,"53,264",0,"2,297",0,"1,459","20,193","31,612",0,0,0,0,0,"1,459","20,193","31,612",0,17,"1,101","1,179",0,0,0,0,0
04/11/2021,15,DD2,"3,009,640","156,100","1,252,200","1,601,340",0,0,0,0,0,"2,309,348",0,"2,299,505","251,173","45,125","1,043,523","1,220,301",399,0,0,0,0,0,0,0,0,0,0,0,0,"2,309,348","1,468,618",0,0,0,"1,460,499",0,"148,525",0,"812,924",0,0,0,"811,502",0,"96,750",0,"42,210","341,425","429,289",0,0,0,0,0,"42,198","341,389","427,915",0,"2,153","32,912","61,685",0,0,0,0,0
04/11/2021,15,ID,"1,165,795","78,200","514,100","573,495",0,"65,235",0,"87,073","401,072","909,981",0,"909,945","402,265","28,003","414,829","466,764",385,"26,886","8,494","4,875","13,517","16,434","4,831","2,933","8,670","50,920",0,"67,964","138,392","913,741","548,331",30.7,0,0,"548,268",41,"215,591",74.2,"373,212",20.9,0,0,"373,189",27.9,"188,869",65,"27,810","163,584","181,702",116,0,0,0,0,"27,801","163,581","181,691",116,"6,301","87,925","94,595",48,"10,236","3,537","1,886","4,813"
04/11/2021,15,NE,"1,397,550","95,000","598,600","703,950",0,"72,247",0,"95,832","447,276","1,130,671",0,"1,126,294","473,876","38,587","504,697","585,311","2,076","57,692","25,715","22,135","9,842","38,227","16,603","14,818","6,806","58,450",0,"77,232","151,661","1,133,606","710,342",36.7,0,0,"706,632",48.5,"253,495",81.1,"453,956",23.5,0,0,"453,223",31.1,"218,161",69.8,"39,051","192,957","221,368",580,0,0,0,0,"39,039","192,921","220,683",580,"3,093","103,192","111,427",449,"19,263","9,027","7,233","3,003"
04/11/2021,15,FM,"63,200","1,600","61,600",0,0,"60,979",0,"78,177","358,704","27,360",0,"27,346","2,638",10,"27,350",0,0,122,0,122,0,72,0,72,0,"26,398",0,"33,826","14,972","27,560","16,745",16.2,0,0,"16,731",20.7,"1,555",8.8,"10,665",10.3,0,0,"10,665",13.2,"1,112",6.3,12,"10,633",20,0,0,0,0,0,12,"10,633",20,0,4,"1,103",5,0,50,0,50,0
04/11/2021,15,RP,"24,600","3,800","20,800",0,0,"137,376",0,"176,129","808,147","14,533",0,"14,533","2,717",197,"14,335",1,0,0,0,0,0,0,0,0,0,"81,158",0,"104,052","89,258","14,684","8,470",47.3,0,0,"8,470",60.6,"1,459",47.9,"6,407",35.8,0,0,"6,407",45.9,"1,386",45.5,197,"6,196",14,0,0,0,0,0,197,"6,196",14,0,91,"1,287",8,0,0,0,0,0
04/11/2021,15,SC,"3,494,775","245,000","1,447,000","1,802,775",0,"67,877",0,"86,557","372,966","2,653,698",0,"2,640,449","1,290,342","85,112","1,040,829","1,526,702","1,055","106,162","55,746","33,382","17,034","66,135","33,064","20,115","12,956","51,541",0,"65,398","137,707","2,650,767","1,663,746",32.3,0,0,"1,652,014",40.9,"722,477",77.1,"1,035,551",20.1,0,0,"1,034,169",25.6,"579,786",61.9,"82,406","364,687","588,253",205,0,0,0,0,"82,257","364,610","587,097",205,"16,058","241,544","322,044",140,"39,143","22,165","12,927","4,051"
04/11/2021,15,WY,"450,525","28,600","216,200","205,725",0,"77,843",0,"101,236","454,254","310,702",0,"309,387","131,496","9,937","151,781","148,812",172,"6,778","1,399",692,"4,687","3,917",755,409,"2,753","53,684",0,"69,521","132,585","304,381","180,223",31.1,0,0,"179,175",40.3,"70,530",71.1,"131,933",22.8,0,0,"131,717",29.6,"62,126",62.6,"9,263","61,204","61,441",25,0,0,0,0,"9,259","61,199","61,234",25,"1,579","32,246","28,288",13,"2,838",638,280,"1,920"
